chrom,start,end,coverage
chr1,156871500,156872000,31.4
chr1,156872000,156872500,28.7
chr1,156872500,156873000,28.9
chr1,156873000,156873500,31.1
chr1,156873500,156874000,27.3
chr1,156874000,156874500,27.3
chr1,156874500,156875000,27.3
chr1,156875000,156875500,30.3
chr1,156875500,156876000,29.5
chr1,156876000,156876500,31.8
chr1,156876500,156877000,30.8
chr1,156877000,156877500,32.2
chr1,156877500,156878000,28.9
chr1,156878000,156878500,27.7
chr1,156878500,156879000,32
chr1,156879000,156879500,27.7
chr1,156879500,156880000,32.4
chr1,156880000,156880500,29.4
chr1,156880500,156881000,28.3
chr1,156881000,156881500,30.2
chr1,156881500,156882000,31.8
chr1,156882000,156882500,30.7
chr1,156882500,156883000,27.2
chr1,156883000,156883500,32.5
chr1,156883500,156884000,33
chr1,156884000,156884500,31.9
chr1,156884500,156885000,31.3
chr1,156885000,156885500,29.9
chr1,156885500,156886000,31.1
chr1,156886000,156886500,28.9
chr1,156886500,156887000,30.3
chr1,156887000,156887500,29.4
chr1,156887500,156888000,28.2
chr1,156888000,156888500,31.2
chr1,156888500,156889000,30
chr1,156889000,156889500,28.5
chr1,156889500,156890000,32.6
chr1,156890000,156890500,31.9
chr1,156890500,156891000,27.5
chr1,156891000,156891500,31.6
chr1,156891500,156892000,28.1
chr1,156892000,156892500,27.5
chr1,156892500,156893000,28.9
chr1,156893000,156893500,30.8
chr1,156893500,156894000,31.8
chr1,156894000,156894500,27.4
chr1,156894500,156895000,28.8
chr1,156895000,156895500,32.6
chr1,156895500,156896000,31.9
chr1,156896000,156896500,33
chr1,156896500,156897000,28.2
chr1,156897000,156897500,28.5
chr1,156897500,156898000,30.2
chr1,156898000,156898500,30.1
chr1,156898500,156899000,27.3
chr1,156899000,156899500,30.1
chr1,156899500,156900000,29.8
chr1,156900000,156900500,32.9
chr1,156900500,156901000,30.2
chr1,156901000,156901500,29.6
chr1,156901500,156902000,28.2
chr1,156902000,156902500,32.4
chr1,156902500,156903000,31.7
chr1,156903000,156903500,30.4
chr1,156903500,156904000,27.2
chr1,156904000,156904500,28.8
chr1,156904500,156905000,28.6
chr1,156905000,156905500,32.8
chr1,156905500,156906000,28.7
chr1,156906000,156906500,31.1
chr1,156906500,156907000,29.2
chr1,156907000,156907500,30.5
chr1,156907500,156908000,32.2
chr1,156908000,156908500,31
chr1,156908500,156909000,28.7
chr1,156909000,156909500,29.2
chr1,156909500,156910000,31.5
chr1,156910000,156910500,32.3
chr1,156910500,156911000,30.5
chr1,156911000,156911500,30
chr1,156911500,156912000,31.4
chr1,156912000,156912500,31.2
chr1,156912500,156913000,30.2
chr1,156913000,156913500,31.4
chr1,156913500,156914000,30.6
chr1,156914000,156914500,32.4
chr1,156914500,156915000,30.9
chr1,156915000,156915500,29.8
chr1,156915500,156916000,31.3
chr1,156916000,156916500,28
chr1,156916500,156917000,28.4
chr1,156917000,156917500,28.1
chr1,156917500,156918000,30.9
chr1,156918000,156918500,27.2
chr1,156918500,156919000,28.9
chr1,156919000,156919500,30.7
chr1,156919500,156920000,29.6
chr1,156920000,156920500,30.2
chr1,156920500,156921000,29.6
chr1,156921000,156921500,28.3
chr1,156921500,156922000,32.1
chr1,156922000,156922500,27.8
chr1,156922500,156923000,32.2
chr1,156923000,156923500,29.4
chr1,156923500,156924000,30.8
chr1,156924000,156924500,29.5
chr1,156924500,156925000,32.9
chr1,156925000,156925500,27.3
chr1,156925500,156926000,30.9
chr1,156926000,156926500,32.6
chr1,156926500,156927000,30.6
chr1,156927000,156927500,30
chr1,156927500,156928000,28.5
chr1,156928000,156928500,30.1
chr1,156928500,156929000,32.8
chr1,156929000,156929500,32
chr1,156929500,156930000,32.8
chr1,156930000,156930500,29.1
chr1,156930500,156931000,27.8
chr1,156931000,156931500,32.4
chr1,156931500,156932000,32.2
chr1,156932000,156932500,28
chr1,156932500,156933000,30.6
chr1,156933000,156933500,28.3
chr1,156933500,156934000,31
chr1,156934000,156934500,31.5
chr1,156934500,156935000,30
chr1,156935000,156935500,31.9
chr1,156935500,156936000,29.3
chr1,156936000,156936500,30.3
chr1,156936500,156937000,28.9
chr1,156937000,156937500,31.5
chr1,156937500,156938000,32.7
chr1,156938000,156938500,27.4
chr1,156938500,156939000,30.3
chr1,156939000,156939500,28.6
chr1,156939500,156940000,30.6
chr1,156940000,156940500,29.6
chr1,156940500,156941000,29.7
chr1,156941000,156941500,27.7
chr1,156941500,156942000,32
chr1,156942000,156942500,31.6
chr1,156942500,156943000,28.1
chr1,156943000,156943500,32.7
chr1,156943500,156944000,29.6
chr1,156944000,156944500,27.9
chr1,156944500,156945000,32.5
chr1,156945000,156945500,27.3
chr1,156945500,156946000,27.6
chr1,156946000,156946500,28.9
chr1,156946500,156947000,31.8
chr1,156947000,156947500,27.1
chr1,156947500,156948000,30.4
chr1,156948000,156948500,28.1
chr1,156948500,156949000,27.4
chr1,156949000,156949500,29.5
chr1,156949500,156950000,29.7
chr1,156950000,156950500,32.6
chr1,156950500,156951000,27.2
chr1,156951000,156951500,30.2
chr1,156951500,156952000,28.2
chr1,156952000,156952500,29.1
chr1,156952500,156953000,32.5
chr1,156953000,156953500,29.2
chr1,156953500,156954000,32.7
chr1,156954000,156954500,28.2
chr1,156954500,156955000,28.1
chr1,156955000,156955500,28.3
chr1,156955500,156956000,31.9
chr1,156956000,156956500,27.6
chr1,156956500,156957000,32.8
chr1,156957000,156957500,29
chr1,156957500,156958000,29.2
chr1,156958000,156958500,30.3
chr1,156958500,156959000,30.8
chr1,156959000,156959500,31.1
chr1,156959500,156960000,28.4
chr1,156960000,156960500,28.8
chr1,156960500,156961000,31.1
chr1,156961000,156961500,27.2
chr1,156961500,156962000,29.5
chr1,156962000,156962500,30
chr1,156962500,156963000,29.6
chr1,156963000,156963500,32
chr1,156963500,156964000,32.7
chr1,156964000,156964500,32.5
chr1,156964500,156965000,27.3
chr1,156965000,156965500,27.4
chr1,156965500,156966000,32.1
chr1,156966000,156966500,28.2
chr1,156966500,156967000,30.2
chr1,156967000,156967500,32.4
chr1,156967500,156968000,31.6
chr1,156968000,156968500,29.4
chr1,156968500,156969000,28
chr1,156969000,156969500,30.5
chr1,156969500,156970000,28
chr1,156970000,156970500,32.9
chr1,156970500,156971000,32.6
chr1,156971000,156971500,28.8
chr1,156971500,156972000,31.1
chr1,156972000,156972500,31.1
chr1,156972500,156973000,28.4
chr1,156973000,156973500,30.4
chr1,156973500,156974000,27.3
chr1,156974000,156974500,27.7
chr1,156974500,156975000,28
chr1,156975000,156975500,29
chr1,156975500,156976000,29.3
chr1,156976000,156976500,32
chr1,156976500,156977000,29.2
chr1,156977000,156977500,29
chr1,156977500,156978000,28.5
chr1,156978000,156978500,29.2
chr1,156978500,156979000,30.7
chr1,156979000,156979500,32.5
chr1,156979500,156980000,30.9
chr1,156980000,156980500,29.4
chr1,156980500,156981000,31.4
chr1,156981000,156981500,31.2
chr1,156981500,156982000,32.1
chr1,156982000,156982500,28.7
chr1,156982500,156983000,27.8
chr1,156983000,156983500,30.7
chr1,156983500,156984000,27
chr1,156984000,156984500,32.7
chr1,156984500,156985000,29.2
chr1,156985000,156985500,27.5
chr1,156985500,156986000,30.8
chr1,156986000,156986500,28
chr1,156986500,156987000,30.1
chr1,156987000,156987500,28.7
chr1,156987500,156988000,32.3
chr1,156988000,156988500,27.9
chr1,156988500,156989000,28.9
chr1,156989000,156989500,29.1
chr1,156989500,156990000,30.9
chr1,156990000,156990500,27.3
chr1,156990500,156991000,32.1
chr1,156991000,156991500,31.4
chr1,156991500,156992000,30.5
chr1,156992000,156992500,30.9
chr1,156992500,156993000,28.1
chr1,156993000,156993500,31.4
chr1,156993500,156994000,31
chr1,156994000,156994500,31.9
chr1,156994500,156995000,30.4
chr1,156995000,156995500,30.6
chr1,156995500,156996000,27.6
chr1,156996000,156996500,31.8
chr1,156996500,156997000,30.3
chr1,156997000,156997500,27.7
chr1,156997500,156998000,30
chr1,156998000,156998500,29.3
chr1,156998500,156999000,31.8
chr1,156999000,156999500,31.7
chr1,156999500,157000000,31.1
